item_id,shop_id,drink_name,drink_category,flavor,available_hot,available_iced,size,min_price,max_price,milk_options,matcha_type_claim,menu_source,menu_url,date_collected,price_is_starting,extraction_evidence,review_status
SEA010-AI-003,SEA010,Matcha Cream Latte,Matcha Latte,Original,True,True,,7.0,,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,True,"Whipped cream, hot/cold. - $7.00+",Reviewed
SEA010-AI-004,SEA010,Matcha Float w/ Mochi,Matcha Latte,Original,False,True,,8.5,,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,True,Only served cold. - $8.50+,Reviewed
SEA010-AI-005,SEA010,Matcha Brown Sugar Latte,Matcha Latte,Brown Sugar,True,True,,7.25,,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,True,"brown sugar syrup, hot/cold. - $7.25+",Reviewed
SEA010-AI-006,SEA010,Matcha Chocolate Latte,Matcha Latte,Chocolate,True,True,,7.25,,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,True,"chocolate sauce, hot/cold. - $7.25+",Reviewed
SEA010-AI-007,SEA010,Matcha Soft Serve Latte,Matcha Latte,Vanilla,False,True,,7.25,,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,True,"Vanilla soft serve, only served cold. - $7.25+",Reviewed
SEA010-AI-008,SEA010,Matcha Latte Vanilla SS w/ Chocolate Crunch,Matcha Latte,Vanilla; Chocolate,False,True,,7.75,,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,True,"Vanilla soft serve, chocolate crunch, only served cold. - $7.75+",Reviewed
SEA010-AI-009,SEA010,Matcha Frappe w/ Mochi,Matcha Smoothie,Original,,True,,8.75,8.75,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Matcha powder blended with ice and sweet milk - $8.75,Reviewed
SEA010-AI-010,SEA010,Black Sesame Frappe w/Mochi,Matcha Smoothie,Black Sesame,,True,,9.25,9.25,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Matcha powder blended with ice and sweet milk topped with creamy black sesame ice cream - $9.25,Reviewed
SEA010-AI-011,SEA010,Matcha Brown Sugar Frappe,Matcha Smoothie,Brown Sugar,,True,,6.99,6.99,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,brown sugar syrup. - $6.99,Reviewed
SEA010-AI-012,SEA010,Matcha Soft Serve Frappe,Matcha Smoothie,Vanilla,,True,,7.5,7.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,topped with vanilla soft serve. - $7.50,Reviewed
SEA010-AI-013,SEA010,Matcha Chocolate Crunch Frappe,Matcha Smoothie,Chocolate,,True,,7.5,7.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,"chocolate sauce, and chocolate crunch. - $7.50",Reviewed
SEA010-AI-014,SEA010,Matcha Warabimochi Frappe,Matcha Smoothie,Original,,True,,7.5,7.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,"warabimochi, brown sugar syrup. - $7.50",Reviewed
SEA010-AI-015,SEA010,Matcha Jelly Milkshake,Matcha Smoothie,Original,,True,,9.75,9.75,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,chocolate sauce and a Biscoff cookie. - $9.75,Reviewed
SEA010-AI-016,SEA010,Matcha Soda,Matcha Soda,Original,False,True,Medium,5.99,5.99,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Cold and medium size only. - $5.99,Reviewed
SEA010-AI-017,SEA010,Matcha Soft Serve Soda,Matcha Soda,Vanilla,False,True,Medium,6.99,6.99,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,topped with vanilla soft serve. Cold and medium size only. - $6.99,Reviewed
SEA010-AI-018,SEA010,Matcha Americano,Matcha,Original,,True,,4.99,,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,True,"Matcha espresso, water. - $4.99+",Reviewed
SEA010-AI-019,SEA010,Matcha Top Grade Espresso Shot,Matcha,Original,True,,,5.0,5.0,,Top Grade; Ceremonial,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,2 ounces of top grade ceremonial matcha powder whisked into hot water. - $5.00,Reviewed
SEA010-AI-020,SEA010,Matcha Mochi Parfait,Matcha Dessert,Original,,,,12.5,12.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,"matcha ice cream, vanilla soft serve ice cream, corn flakes, red bean paste, mochi - $12.50",Reviewed
SEA010-AI-021,SEA010,Matcha Warabimochi Parfait,Matcha Dessert,Original,,,,12.5,12.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,"matcha ice cream, vanilla soft serve, corn flakes, red bean paste, warabimochi - $12.50",Reviewed
SEA010-AI-022,SEA010,25th Year Matcha Anniversary Parfait,Matcha Dessert,Original,,,,15.5,15.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,"Matcha jelly, chocolate sauce, matcha ice cream, matcha whipped cream - $15.50",Reviewed
SEA010-AI-023,SEA010,Matcha Ice Cream - Pint,Matcha Dessert,Original,,,Pint,12.75,12.75,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,1 pint of matcha ice cream. - $12.75,Reviewed
SEA010-AI-024,SEA010,Matcha Roll Cake,Matcha Dessert,Original,,,,7.5,7.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Matcha sponge cake filled with whipped cream and concentrated matcha cream. - $7.50,Reviewed
SEA010-AI-025,SEA010,Matcha Red Bean Roll Cake,Matcha Dessert,Red Bean,,,,7.5,7.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Matcha sponge cake filled with red bean whipped cream. - $7.50,Reviewed
SEA010-AI-026,SEA010,Matcha Chocolate Cake,Matcha Dessert,Chocolate,,,,7.5,7.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Rich matcha white chocolate cake. - $7.50,Reviewed
SEA010-AI-027,SEA010,Matcha Burnt Basque Cheesecake,Matcha Dessert,Original,,,,8.25,8.25,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Light and creamy matcha cheesecake with a toasted outer layer. - $8.25,Reviewed
SEA010-AI-028,SEA010,Matcha Cream Puff,Matcha Dessert,Original,,,,7.25,7.25,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Cream puff with matcha custard cream. - $7.25,Reviewed
SEA010-AI-029,SEA010,Matcha Tiramisu,Matcha Dessert,Original,,,,8.5,8.5,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,"Layers of matcha sponge cake and mascarpone cream, topped with matcha white chocolate shavings. - $8.50",Reviewed
SEA010-AI-030,SEA010,Matcha Cream Cheese Pound Cake,Matcha Dessert,Original,,,,5.0,5.0,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,Marbled matcha and cream cheese pound cake slice. - $5.00,Reviewed
SEA010-AI-031,SEA010,Matcha Muffin w/ Red Bean,Matcha Dessert,Red Bean,,,,5.0,5.0,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,False,"Matcha muffin, red bean center, cookie crumble top. - $5.00",Reviewed
SEA012-AI-001,SEA012,Matcha,Matcha,Original,,True,,5.88,6.29,Oat; Almond; Coconut,,Official Website,https://yoka-tea.vercel.app/menu,2026-08-29,False,Matcha 5.88 / 6.29,Reviewed
SEA012-AI-002,SEA012,Matcha Matcha,Matcha Smoothie,Original,,True,,6.39,6.79,Oat; Almond; Coconut,Japan,Official Website,https://yoka-tea.vercel.app/menu,2026-08-29,False,Matcha Matcha 6.39 / 6.79,Reviewed
SEA012-AI-003,SEA012,Strawby Matcha,Matcha,Strawby,,True,,6.49,6.88,Oat; Almond; Coconut,,Official Website,https://yoka-tea.vercel.app/menu,2026-08-29,False,Strawby Matcha 6.49 / 6.88,Reviewed
SEA012-AI-004,SEA012,Matcha Einspanner,Matcha,Original,,True,,6.29,6.79,Oat; Almond; Coconut,,Official Website,https://yoka-tea.vercel.app/menu,2026-08-29,False,Matcha Einspanner 6.29 / 6.79,Reviewed
SEA013-AI-001,SEA013,Matcha Latte,Matcha Latte,Original,True,True,,7.25,7.25,,,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Cold Matcha Latte — Fresh dairy & a double matcha shot — $7.25,Reviewed
SEA013-AI-002,SEA013,Dirty Matcha Latte,Matcha Latte,Espresso,True,True,,8.25,8.25,,,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Cold Dirty Matcha Latte — Fresh dairy, double espresso shot, & a double matcha shot — $8.25",Reviewed
SEA013-AI-003,SEA013,Guava Matcha Latte,Matcha Latte,Guava,True,True,,7.75,7.75,,,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Cold Guava Matcha Latte — Fresh dairy, all-natural house-made guava puree, & a double shot of matcha — $7.75",Reviewed
SEA013-AI-004,SEA013,Madagascar Vanilla Matcha Latte,Matcha Latte,Madagascar Vanilla,True,True,,7.5,7.5,,,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Cold Madagascar Vanilla Matcha Latte — Fresh dairy, Madagascar vanilla, & a double matcha shot — $7.50",Reviewed
SEA013-AI-005,SEA013,Mango Matcha Latte,Matcha Latte,Mango,True,True,,7.5,7.5,,,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Cold Mango Matcha Latte — Fresh dairy, real mango puree, & a double shot of matcha — $7.50",Reviewed
SEA013-AI-006,SEA013,Strawberry Matcha Latte,Matcha Latte,Strawberry,True,True,,7.5,7.5,,,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Cold Strawberry Matcha Latte — Fresh dairy, real strawberries, & a double matcha shot — $7.50",Reviewed
SEA013-AI-007,SEA013,Ganbaru Ceremonial Matcha,Matcha,Original,True,True,,7.0,7.0,,Ceremonial,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Cold Ganbaru Ceremonial Matcha Cold Brew — first harvest shade-grown matcha — $7.00,Reviewed
SEA013-AI-008,SEA013,Chosen Ceremonial Matcha,Matcha,Original,True,True,,7.25,7.25,,Ceremonial,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Cold Chosen Ceremonial Matcha Cold Brew — first harvest shade-grown matcha — $7.25,Reviewed
SEA013-AI-009,SEA013,Dirty Matcha,Matcha,Espresso,True,True,,7.75,7.75,,,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Cold Dirty Matcha Cold Brew — matcha with milk and double espresso — $7.75,Reviewed
SEA013-AI-010,SEA013,Guava Matcha,Matcha,Guava,True,True,,7.5,7.5,,,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Cold Guava Matcha Cold Brew — premium matcha and house-made guava puree — $7.50,Reviewed
SEA013-AI-011,SEA013,Mango Matcha,Matcha,Mango,True,True,,7.25,7.25,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Cold Mango Matcha Cold Brew — signature premium matcha and real mangoes — $7.25,Reviewed
SEA013-AI-012,SEA013,Madagascar Vanilla Matcha,Matcha,Madagascar Vanilla,True,True,,7.25,7.25,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Cold Madagascar Vanilla Matcha Cold Brew — premium matcha, Madagascar vanilla, and fresh dairy — $7.25",Reviewed
SEA013-AI-013,SEA013,Strawberry Matcha,Matcha,Strawberry,True,True,,7.25,7.25,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Cold Strawberry Matcha Cold Brew — premium matcha and real strawberries — $7.25,Reviewed
SEA013-AI-014,SEA013,Yuzu Dragon Fruit Matcha,Matcha,Yuzu; Dragon Fruit,True,True,,7.5,7.5,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Cold Yuzu Dragon Fruit Matcha Cold Brew — premium matcha, yuzu juice, and real dragon fruit — $7.50",Reviewed
SEA013-AI-015,SEA013,Dirty Matcha Blended,Matcha Smoothie,Espresso,,True,,9.0,9.0,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Dirty Matcha Blended — premium matcha blended with vanilla cream and double espresso — $9.00,Reviewed
SEA013-AI-016,SEA013,Matcha Blended,Matcha Smoothie,Original,,True,,8.0,8.0,,Premium grade,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Matcha Blended — premium grade matcha blended with vanilla cream — $8.00,Reviewed
SEA013-AI-017,SEA013,Strawberry Matcha Blended,Matcha Smoothie,Strawberry,,True,,8.25,8.25,,Premium grade,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Strawberry Matcha Blended — premium grade matcha, strawberry puree, vanilla cream — $8.25",Reviewed
SEA013-AI-018,SEA013,Matcha Soft Serve,Matcha Dessert,Original,,,,6.5,6.5,,,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Matcha Soft Serve — made with fresh milk — $6.50,Reviewed
SEA013-AI-019,SEA013,Matcha Vanilla Swirl,Matcha Dessert,Vanilla,,,,6.5,6.5,,,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,Matcha Vanilla Swirl — made with fresh milk — $6.50,Reviewed
SEA013-AI-020,SEA013,Espresso Affogato,Matcha Dessert,Espresso,,,,6.75,6.75,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Espresso Affogato — vanilla soft serve, signature premium matcha, espresso shot — $6.75",Reviewed
SEA013-AI-021,SEA013,Matcha Affogato,Matcha Dessert,Original,,,,6.75,6.75,,Premium,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Matcha Affogato — vanilla soft serve, signature premium matcha, matcha shot — $6.75",Reviewed
SEA013-AI-022,SEA013,Chocolate Hazelnut Matcha Latte,Matcha Latte,Chocolate; Hazelnut,,True,,8.95,8.95,,,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Chocolate Hazelnut Matcha Latte — fresh dairy, chocolate hazelnut puree, double shot of matcha — $8.95",Reviewed
SEA013-AI-023,SEA013,Chocolate Hazelnut Matcha Blended,Matcha Smoothie,Chocolate; Hazelnut,,True,,8.95,8.95,,Premium grade,Official Order App,https://toast.app/r/junbi-seattle/order,2026-08-29,False,"Chocolate Hazelnut Matcha Blended — premium grade matcha, chocolate hazelnut puree, vanilla cream — $8.95",Reviewed
SEA015-AI-001,SEA015,Premium Matcha Brulee,Matcha Dessert,,,,,7.0,7.0,,Premium,Official Website,https://www.tamaribarseattle.com/food-1,2026-08-29,False,Premium Matcha Brulee — matcha creme brulee made with premium Sugimoto Tea Company matcha — $7,Reviewed
SEA015-AI-002,SEA015,Baiten Soft Serve - Matcha,Matcha Dessert,,,,,7.0,7.0,,,Official Website,https://www.tamaribarseattle.com/food-1,2026-08-29,False,Baiten Soft Serve - Matcha — vanilla soft serve with Matcha syrup option — $7,Reviewed
SEA015-AI-003,SEA015,Frozen Cookie Sandwich - Matcha,Matcha Dessert,,,,,7.0,7.0,,,Official Website,https://www.tamaribarseattle.com/food-1,2026-08-29,False,Frozen Cookie Sandwich - Matcha — Matcha tea cookie option; subject to availability — $7,Reviewed
SEA015-AI-004,SEA015,Hot Matcha Tea,Matcha,Original,True,,,3.0,3.0,,,Official Website,https://www.tamaribarseattle.com/food-1,2026-08-29,False,Hot Matcha Tea — Matcha tea option — $3,Reviewed
SEA017-AI-001,SEA017,Vanilla Matcha,Matcha Latte,Vanilla,False,True,,7.0,7.0,Oat; Almond; Soy,Sugimoto,Official Order App,https://www.toasttab.com/local/order/elixir-cafe-4524-university-way-ne/item-cardamom-rose-matcha_51c5b3ca-5b51-484e-bc8d-7e62a4d6692c,2026-08-29,False,Vanilla Matcha — house-made vanilla syrup with Sugimoto Matcha — $7.00,Reviewed
SEA017-AI-002,SEA017,Strawberry Matcha,Matcha Latte,Strawberry,False,True,,8.0,8.0,Oat; Almond; Soy,Sugimoto,Official Order App,https://www.toasttab.com/local/order/elixir-cafe-4524-university-way-ne/item-cardamom-rose-matcha_51c5b3ca-5b51-484e-bc8d-7e62a4d6692c,2026-08-29,False,"Strawberry Matcha — local strawberries, house-made simple syrup, Sugimoto Matcha — $8.00",Reviewed
SEA017-AI-003,SEA017,Cardamom Rose Matcha,Matcha Latte,Cardamom; Rose,False,True,,7.0,7.0,Oat; Almond; Soy,Sugimoto,Official Order App,https://www.toasttab.com/local/order/elixir-cafe-4524-university-way-ne/item-cardamom-rose-matcha_51c5b3ca-5b51-484e-bc8d-7e62a4d6692c,2026-08-29,False,Cardamom Rose Matcha — house-made cardamom and rose syrup with Sugimoto Matcha — $7.00,Reviewed
SEA017-AI-004,SEA017,Mad Tea Party,Matcha Dessert,,,,,12.0,12.0,,,Official Order App,https://www.toasttab.com/local/order/elixir-cafe-4524-university-way-ne/item-cardamom-rose-matcha_51c5b3ca-5b51-484e-bc8d-7e62a4d6692c,2026-08-29,False,"Mad Tea Party — matcha cake, London Fog ice cream, lavender shortbread crumbles, cucumber dill gel, raspberry yuzu sauce — $12.00",Reviewed
SEA017-AI-005,SEA017,Matcha Strawberry Parfait,Matcha Dessert,Strawberry,,,,11.5,11.5,,,Official Order App,https://www.toasttab.com/local/order/elixir-cafe-4524-university-way-ne/item-cardamom-rose-matcha_51c5b3ca-5b51-484e-bc8d-7e62a4d6692c,2026-08-29,False,"Matcha Strawberry Parfait — matcha ice cream, strawberry compote, lavender shortbread crumble, whipped cream — $11.50",Reviewed
SEA019-AI-001,SEA019,All Nighter,Matcha Latte,Espresso,,True,,6.5,6.5,Soy; Almond; Unsweetened Almond; Oat; Coconut,,Official Website,https://mirotea.com/pages/cafe,2026-08-29,False,sweetened matcha and double espresso layered with milk — $6.50,Reviewed
SEA019-AI-002,SEA019,Matcha Soda,Matcha Soda,Yuzu,,True,,6.0,6.0,,,Official Website,https://mirotea.com/pages/cafe,2026-08-29,False,sweetened matcha with yuzu juice and sparkling water — $6.00,Reviewed
SEA019-AI-003,SEA019,Matcha Latte,Matcha Latte,Original,True,True,,6.25,6.25,Soy; Almond; Unsweetened Almond; Oat; Coconut,Japanese,Official Website,https://mirotea.com/pages/cafe,2026-08-29,False,Japanese matcha with steamed milk — $6.25,Reviewed
SEA019-AI-004,SEA019,Ginger Matcha,Matcha Latte,Ginger,True,True,,6.5,6.5,Soy; Almond; Unsweetened Almond; Oat; Coconut,Ceremonial,Official Website,https://mirotea.com/pages/cafe,2026-08-29,False,"organic ginger and ceremonial matcha, steamed milk; also available whisked without steamed milk — $6.50",Reviewed
SEA019-AI-005,SEA019,Organic Matcha,Matcha,Original,,True,,5.5,5.5,,Organic; Shizuoka,Official Website,https://mirotea.com/pages/cafe,2026-08-29,False,"Organic Matcha — origin Shizuoka, Japan — $5.50",Reviewed
SEA019-AI-006,SEA019,Ceremonial Homare,Matcha,Original,,True,,6.0,6.0,,Ceremonial; Homare; Uji,Official Website,https://mirotea.com/pages/cafe,2026-08-29,False,"Ceremonial Homare — origin Uji, Japan — $6.00",Reviewed
SEA019-AI-007,SEA019,Ceremonial Yamabuki,Matcha,Original,,True,,6.0,6.0,,Ceremonial; Yamabuki; Uji,Official Website,https://mirotea.com/pages/cafe,2026-08-29,False,"Ceremonial Yamabuki — origin Uji, Japan — $6.00",Reviewed
SEA020-AI-001,SEA020,Tra Matcha Dua,Matcha,Pandan,False,True,,8.25,8.25,,Ceremonial,Official Website,https://www.helloem.coffee/,2026-08-29,False,"Tra Matcha Dua — whipped ceremonial matcha, cream, pandan with coconut water — cold only — $8.25",Reviewed
SEA020-AI-002,SEA020,Tra Matcha Latte,Matcha Latte,Original,True,True,12 oz,7.5,7.5,your choice of milk,Ceremonial,Official Website,https://www.helloem.coffee/,2026-08-29,False,Tra Matcha Latte — ceremonial matcha with your choice of milk — 12 oz hot or cold — $7.50,Reviewed
SEA021-AI-001,SEA021,Kyoto Uji Matcha Latte,Matcha Latte,Original,,True,709 ml,6.5,6.5,Non-dairy milk,Uji,Owner-posted Menu,https://www.ohbearcafe.com/,2026-08-29,False,Kyoto Uji Matcha Latte — new — large 709 ml — $6.50,Reviewed
SEA021-AI-002,SEA021,Matcha Red Bean Crepe,Matcha Dessert,Red bean,,,,10.5,10.5,,,Owner-posted Menu,https://www.ohbearcafe.com/,2026-08-29,False,"Matcha Red Bean Crepe — matcha custard, whipped cream, red bean, corn flakes, almonds, strawberry, matcha ice cream, chocolate pocky sticks — $10.50",Reviewed
SEA022-AI-001,SEA022,Matcha Americano,Matcha,Original,,True,,3.5,3.5,,Ceremonial; Shizuoka,Current Menu Listing,https://www.atulea.com/,2026-08-29,False,organic ceremonial-grade matcha and water; iced and no sugar by default — $3.50,Reviewed
SEA022-AI-002,SEA022,Matcha Latte,Matcha Latte,Original,,True,,4.5,4.5,,Ceremonial; Shizuoka,Current Menu Listing,https://www.atulea.com/,2026-08-29,False,organic ceremonial-grade matcha and milk; iced and no sugar by default — $4.50,Reviewed
SEA022-AI-003,SEA022,Matcha White Mocha,Matcha Latte,White Chocolate,,True,,4.75,4.75,,Ceremonial; Shizuoka,Current Menu Listing,https://www.atulea.com/,2026-08-29,False,"organic ceremonial-grade matcha, milk, white chocolate; iced by default — $4.75",Reviewed
SEA022-AI-004,SEA022,Turmeric Matcha Latte,Matcha Latte,Turmeric,,True,,4.75,4.75,,Ceremonial; Shizuoka,Current Menu Listing,https://www.atulea.com/,2026-08-29,False,"organic ceremonial-grade matcha, milk, turmeric; iced and no sugar by default — $4.75",Reviewed
SEA022-AI-005,SEA022,Matcha Mocha,Matcha Latte,Dark Chocolate,,True,,4.75,4.75,,,Current Menu Listing,https://www.atulea.com/,2026-08-29,False,"matcha, milk, dark chocolate — $4.75",Reviewed
SEA022-AI-006,SEA022,Pineapple Matcha Latte,Matcha Latte,Pineapple,False,True,,5.5,5.5,,Ceremonial; Shizuoka,Current Menu Listing,https://www.atulea.com/,2026-08-29,False,"organic ceremonial-grade matcha, milk, pineapple puree; iced only — $5.50",Reviewed
SEA022-AI-007,SEA022,Dirty Matcha,Matcha Latte,Espresso,,True,,5.25,5.25,,Ceremonial; Shizuoka,Current Menu Listing,https://www.atulea.com/,2026-08-29,False,"espresso, organic ceremonial-grade matcha, milk; iced and no sugar by default — $5.25",Reviewed
SEA022-AI-008,SEA022,Butterfly Matcha,Matcha Latte,Butterfly Pea,False,True,,5.25,5.25,,,Current Menu Listing,https://www.atulea.com/,2026-08-29,False,"matcha, milk, minty butterfly pea flower tea; iced only — $5.25",Reviewed
SEA022-AI-009,SEA022,Ube Matcha,Matcha Latte,Ube,,True,,5.5,5.5,,,Current Menu Listing,https://www.atulea.com/,2026-08-29,False,"matcha, milk, house-made ube halaya — $5.50",Reviewed
SEA022-AI-010,SEA022,Matcha Rose Lemonade,Matcha Soda,Rose Lemonade,False,True,,5.5,5.5,,,Current Menu Listing,https://www.atulea.com/,2026-08-29,False,matcha with sparkling rose lemonade; iced only — $5.50,Reviewed
SEA023-AI-001,SEA023,Matcha Latte,Matcha Latte,Original,,True,,6.5,6.5,,Ceremonial; Japan,Owner-posted Menu,https://cochevalleydessertcafecap.square.site/,2026-08-29,False,Matcha Latte — ceremonial matcha from Japan — $6.50,Reviewed
SEA023-AI-002,SEA023,Strawberry Matcha Latte,Matcha Latte,Strawberry,,True,,6.95,6.95,,Ceremonial,Owner-posted Menu,https://cochevalleydessertcafecap.square.site/,2026-08-29,False,Strawberry Matcha Latte — ceremonial matcha with strawberry puree — $6.95,Reviewed
SEA024-AI-001,SEA024,Matcha Paradise,Matcha,,,True,,,,,,Official Website,https://yuuteacafe.net/products/matcha-series,2026-08-29,False,M1 Matcha Paradise,Reviewed
SEA024-AI-002,SEA024,Golden Matcha,Matcha,,,True,,,,,,Official Website,https://yuuteacafe.net/products/matcha-series,2026-08-29,False,M2 Golden Matcha,Reviewed
SEA024-AI-003,SEA024,Matcha Forest,Matcha,,,True,,,,,,Official Website,https://yuuteacafe.net/products/matcha-series,2026-08-29,False,M3 Matcha Forest,Reviewed
SEA024-AI-004,SEA024,Matchamisu,Matcha,,,True,,,,,,Official Website,https://yuuteacafe.net/products/matcha-series,2026-08-29,False,M4 Matchamisu,Reviewed
SEA024-AI-005,SEA024,King Matcha,Matcha,,,True,,,,,,Official Website,https://yuuteacafe.net/products/matcha-series,2026-08-29,False,M5 King Matcha,Reviewed
SEA025-AI-001,SEA025,Matcha Latte,Matcha Latte,Original,,True,,6.75,6.75,,,Current Menu Listing,https://aroomers.com/,2026-08-29,False,"Matcha Latte — homemade matcha sauce, milk — $6.75",Reviewed
SEA025-AI-002,SEA025,Gloomy Matcha,Matcha Latte,Sesame,,True,,7.5,7.5,,,Current Menu Listing,https://aroomers.com/,2026-08-29,False,"Gloomy Matcha — homemade matcha sauce, milk, sesame cream — $7.50",Reviewed
SEA025-AI-003,SEA025,Banana Matcha,Matcha Latte,Banana,,True,,7.5,7.5,,,Current Menu Listing,https://aroomers.com/,2026-08-29,False,"Banana Matcha — homemade matcha sauce, milk, banana cream — $7.50",Reviewed
SEA025-AI-004,SEA025,Pandan Matcha,Matcha Latte,Pandan,,True,,7.5,7.5,,,Current Menu Listing,https://aroomers.com/,2026-08-29,False,"Pandan Matcha — homemade matcha sauce, milk, pandan cream — $7.50",Reviewed
SEA026-AI-001,SEA026,Jelly Matcha + Milk,Matcha Latte,Original,,True,12 oz,7.35,7.35,,Japan,Official Website,https://www.kotocoffee.com/menu,2026-08-29,False,Jelly Matcha + Milk — classic jelly matcha with choice of milk — 12 oz — $7.35,Reviewed
SEA026-AI-002,SEA026,Jelly Matcha + Matcha Latte,Matcha Latte,Original,,True,12 oz,8.95,8.95,,Japan,Official Website,https://www.kotocoffee.com/menu,2026-08-29,False,"Jelly Matcha + Matcha Latte — jelly matcha, choice of milk, matcha syrup — 12 oz — $8.95",Reviewed
SEA026-AI-003,SEA026,Jelly Milk + Matcha Syrup,Matcha,Original,,True,12 oz,8.55,8.55,Whole,Japan,Official Website,https://www.kotocoffee.com/menu,2026-08-29,False,Jelly Milk + Matcha Syrup — jelly milk with matcha syrup — 12 oz — $8.55,Reviewed
SEA026-AI-004,SEA026,Matcha Latte,Matcha Latte,Original,,True,,6.5,6.5,,,Official Website,https://www.kotocoffee.com/menu,2026-08-29,False,Matcha Latte — $6.50,Reviewed
SEA026-AI-005,SEA026,Matcha Cookie,Matcha Dessert,,,,,3.95,3.95,,,Official Website,https://www.kotocoffee.com/menu,2026-08-29,False,Matcha Cookie — $3.95,Reviewed
SEA027-AI-001,SEA027,Jeju Matcha Cream Coffee,Matcha Latte,Coffee,,True,hot 16 oz; hot 20 oz; iced 16 oz; iced 24 oz; iced 32 oz,7.49,7.49,Oat; Soy,,Official Order App,https://toast.app/r/cu-urban-market-cafe-1117-1st-avenue/order,2026-08-29,False,"Jeju Matcha Cream Coffee — matcha latte with espresso, topped with signature matcha cream — $7.49",Reviewed
SEA027-AI-002,SEA027,Jeju Korean Matcha Latte,Matcha Latte,Original,,True,,5.59,5.59,Oat; Soy,Korean; Jeju,Official Order App,https://toast.app/r/cu-urban-market-cafe-1117-1st-avenue/order,2026-08-29,False,premium authentic Korean matcha from Jeju Island — $5.59,Reviewed
SEA027-AI-003,SEA027,Strawberry Matcha Latte,Matcha Latte,Strawberry,,True,,6.49,6.49,Oat; Soy,,Official Order App,https://toast.app/r/cu-urban-market-cafe-1117-1st-avenue/order,2026-08-29,False,Strawberry Matcha Latte — $6.49,Reviewed
